GID_1,poverty_range,poverty_rate
MWI.9.5_1,GSAP2_po_2,99.07666667
MWI.9.5_1,GSAP2_poor,74.31
MWI.9.6_1,GSAP2_po_1,96.24
MWI.9.6_1,GSAP2_po_2,99.74
MWI.9.6_1,GSAP2_poor,74.67
MWI.9.7_1,GSAP2_po_1,96.24
MWI.9.7_1,GSAP2_po_2,99.74
MWI.9.7_1,GSAP2_poor,74.67
MWI.9.8_1,GSAP2_po_1,94.665
MWI.9.8_1,GSAP2_po_2,99.395
MWI.9.8_1,GSAP2_poor,74.01
MWI.9.9_1,GSAP2_po_1,84.325
MWI.9.9_1,GSAP2_po_2,96.33
MWI.9.9_1,GSAP2_poor,56.695
NAM.1.1_1,GSAP2_po_1,22.41
NAM.1.1_1,GSAP2_po_2,42.93
NAM.1.1_1,GSAP2_poor,9.215
NAM.1.2_1,GSAP2_po_1,29.115
NAM.1.2_1,GSAP2_po_2,52.145
NAM.1.2_1,GSAP2_poor,13.51
NAM.1.3_1,GSAP2_po_1,27.79666667
NAM.1.3_1,GSAP2_po_2,49.25333333
NAM.1.3_1,GSAP2_poor,12.38
NAM.1.4_1,GSAP2_po_1,19.66
NAM.1.4_1,GSAP2_po_2,42.39
NAM.1.4_1,GSAP2_poor,8.31
NAM.1.5_1,GSAP2_po_1,22.41
NAM.1.5_1,GSAP2_po_2,42.93
NAM.1.5_1,GSAP2_poor,9.215
NAM.1.6_1,GSAP2_po_1,29.115
NAM.1.6_1,GSAP2_po_2,52.145
NAM.1.6_1,GSAP2_poor,13.51
NAM.10.10_1,GSAP2_po_1,41.0625
NAM.10.10_1,GSAP2_po_2,63.925
NAM.10.10_1,GSAP2_poor,19.0275
NAM.10.1_1,GSAP2_po_1,27.715
NAM.10.1_1,GSAP2_po_2,52.66
NAM.10.1_1,GSAP2_poor,11.43
NAM.10.2_1,GSAP2_po_1,32.87666667
NAM.10.2_1,GSAP2_po_2,58.29
NAM.10.2_1,GSAP2_poor,13.38666667
NAM.10.3_1,GSAP2_po_1,29.98
NAM.10.3_1,GSAP2_po_2,54.035
NAM.10.3_1,GSAP2_poor,11.06
NAM.10.4_1,GSAP2_po_1,24.16
NAM.10.4_1,GSAP2_po_2,46.78
NAM.10.4_1,GSAP2_poor,9.42
NAM.10.5_1,GSAP2_po_1,29.98
NAM.10.5_1,GSAP2_po_2,54.035
NAM.10.5_1,GSAP2_poor,11.06
NAM.10.6_1,GSAP2_po_1,24.16
NAM.10.6_1,GSAP2_po_2,46.78
NAM.10.6_1,GSAP2_poor,9.42
NAM.10.7_1,GSAP2_po_1,24.16
NAM.10.7_1,GSAP2_po_2,46.78
NAM.10.7_1,GSAP2_poor,9.42
NAM.10.8_1,GSAP2_po_1,24.16
NAM.10.8_1,GSAP2_po_2,46.78
NAM.10.8_1,GSAP2_poor,9.42
NAM.10.9_1,GSAP2_po_1,29.98
NAM.10.9_1,GSAP2_po_2,54.035
NAM.10.9_1,GSAP2_poor,11.06
NAM.11.10_1,GSAP2_po_1,35.8
NAM.11.10_1,GSAP2_po_2,61.29
NAM.11.10_1,GSAP2_poor,12.7
NAM.11.1_1,GSAP2_po_1,46.4
NAM.11.1_1,GSAP2_po_2,69.505
NAM.11.1_1,GSAP2_poor,23.695
NAM.11.2_1,GSAP2_po_1,41.75666667
NAM.11.2_1,GSAP2_po_2,64.55666667
NAM.11.2_1,GSAP2_poor,21.73
NAM.11.3_1,GSAP2_po_1,41.35666667
NAM.11.3_1,GSAP2_po_2,65.85
NAM.11.3_1,GSAP2_poor,20.27666667
NAM.11.4_1,GSAP2_po_1,29.98
NAM.11.4_1,GSAP2_po_2,54.035
NAM.11.4_1,GSAP2_poor,11.06
NAM.11.5_1,GSAP2_po_1,29.98
NAM.11.5_1,GSAP2_po_2,54.035
NAM.11.5_1,GSAP2_poor,11.06
NAM.11.6_1,GSAP2_po_1,38.38
NAM.11.6_1,GSAP2_po_2,60.2025
NAM.11.6_1,GSAP2_poor,19.1525
NAM.11.7_1,GSAP2_po_1,33.535
NAM.11.7_1,GSAP2_po_2,59.915
NAM.11.7_1,GSAP2_poor,13.07
NAM.11.8_1,GSAP2_po_1,30.41
NAM.11.8_1,GSAP2_po_2,55.53666667
NAM.11.8_1,GSAP2_poor,11.85333333
NAM.11.9_1,GSAP2_po_1,35.8
NAM.11.9_1,GSAP2_po_2,61.29
NAM.11.9_1,GSAP2_poor,12.7
NAM.12.1_1,GSAP2_po_1,41.75666667
NAM.12.1_1,GSAP2_po_2,64.55666667
NAM.12.1_1,GSAP2_poor,21.73
NAM.12.2_1,GSAP2_po_1,18.35333333
NAM.12.2_1,GSAP2_po_2,35.15666667
NAM.12.2_1,GSAP2_poor,8.026666667
NAM.12.3_1,GSAP2_po_1,40.11
NAM.12.3_1,GSAP2_po_2,61.54
NAM.12.3_1,GSAP2_poor,25.945
NAM.12.4_1,GSAP2_po_1,25.7025
NAM.12.4_1,GSAP2_po_2,43.4725
NAM.12.4_1,GSAP2_poor,14.5425
NAM.12.5_1,GSAP2_po_1,43.12
NAM.12.5_1,GSAP2_po_2,64.67666667
NAM.12.5_1,GSAP2_poor,22.39666667
NAM.12.6_1,GSAP2_po_1,34.04333333
NAM.12.6_1,GSAP2_po_2,52.85
NAM.12.6_1,GSAP2_poor,19.16
NAM.12.7_1,GSAP2_po_1,44.73
NAM.12.7_1,GSAP2_po_2,67.3825
NAM.12.7_1,GSAP2_poor,24.99
NAM.13.1_1,GSAP2_po_1,67.29
NAM.13.1_1,GSAP2_po_2,82.69
NAM.13.1_1,GSAP2_poor,48.0125
NAM.13.2_1,GSAP2_po_1,62.79
NAM.13.2_1,GSAP2_po_2,79.98
NAM.13.2_1,GSAP2_poor,42.79333333
NAM.13.3_1,GSAP2_po_1,73.335
NAM.13.3_1,GSAP2_po_2,85.605
NAM.13.3_1,GSAP2_poor,57.5
NAM.13.4_1,GSAP2_po_1,50.98
NAM.13.4_1,GSAP2_po_2,73.60666667
NAM.13.4_1,GSAP2_poor,25.96666667
NAM.13.5_1,GSAP2_po_1,47.97
NAM.13.5_1,GSAP2_po_2,71.55
NAM.13.5_1,GSAP2_poor,21.605
NAM.13.6_1,GSAP2_po_1,47.97
NAM.13.6_1,GSAP2_po_2,71.55
NAM.13.6_1,GSAP2_poor,21.605
NAM.2.1_1,GSAP2_po_1,34.83
NAM.2.1_1,GSAP2_po_2,51.945
NAM.2.1_1,GSAP2_poor,19.84
NAM.2.2_1,GSAP2_po_1,34.04333333
NAM.2.2_1,GSAP2_po_2,52.85
NAM.2.2_1,GSAP2_poor,19.16
NAM.2.3_1,GSAP2_po_1,18.35333333
NAM.2.3_1,GSAP2_po_2,35.15666667
NAM.2.3_1,GSAP2_poor,8.026666667
NAM.2.4_1,GSAP2_po_1,20.52
NAM.2.4_1,GSAP2_po_2,40.235
NAM.2.4_1,GSAP2_poor,10.395
NAM.2.5_1,GSAP2_po_1,8.57
NAM.2.5_1,GSAP2_po_2,25.81
NAM.2.5_1,GSAP2_poor,2.99
NAM.2.6_1,GSAP2_po_1,15.91666667
NAM.2.6_1,GSAP2_po_2,31.42666667
NAM.2.6_1,GSAP2_poor,5.466666667
NAM.2.7_1,GSAP2_po_1,8.57
NAM.2.7_1,GSAP2_po_2,25.81
NAM.2.7_1,GSAP2_poor,2.99
NAM.3.1_1,GSAP2_po_1,16.8525
NAM.3.1_1,GSAP2_po_2,34.1675
NAM.3.1_1,GSAP2_poor,6.1775
NAM.3.2_1,GSAP2_po_1,32.78833333
NAM.3.2_1,GSAP2_po_2,52.535
NAM.3.2_1,GSAP2_poor,17.155
NAM.3.3_1,GSAP2_po_1,25.16
NAM.3.3_1,GSAP2_po_2,43.47
NAM.3.3_1,GSAP2_poor,10.12
NAM.3.4_1,GSAP2_po_1,19.59
NAM.3.4_1,GSAP2_po_2,34.235
NAM.3.4_1,GSAP2_poor,6.705
NAM.3.5_1,GSAP2_po_1,19.59
NAM.3.5_1,GSAP2_po_2,34.235
NAM.3.5_1,GSAP2_poor,6.705
NAM.3.6_1,GSAP2_po_1,19.59
NAM.3.6_1,GSAP2_po_2,34.235
NAM.3.6_1,GSAP2_poor,6.705
NAM.4.1_1,GSAP2_po_1,58.05
NAM.4.1_1,GSAP2_po_2,76.16
NAM.4.1_1,GSAP2_poor,39.83666667
NAM.4.2_1,GSAP2_po_1,58.05
NAM.4.2_1,GSAP2_po_2,76.16
NAM.4.2_1,GSAP2_poor,39.83666667
NAM.4.3_1,GSAP2_po_1,58.05
NAM.4.3_1,GSAP2_po_2,76.16
NAM.4.3_1,GSAP2_poor,39.83666667
NAM.4.4_1,GSAP2_po_1,52.4875
NAM.4.4_1,GSAP2_po_2,72.4425
NAM.4.4_1,GSAP2_poor,33.0525
NAM.4.5_1,GSAP2_po_1,59.405
NAM.4.5_1,GSAP2_po_2,79.23
NAM.4.5_1,GSAP2_poor,36.23
NAM.4.6_1,GSAP2_po_1,53.9625
NAM.4.6_1,GSAP2_po_2,74.3025
NAM.4.6_1,GSAP2_poor,33.2225
NAM.4.7_1,GSAP2_po_1,70.84
NAM.4.7_1,GSAP2_po_2,86.91
NAM.4.7_1,GSAP2_poor,50.855
NAM.4.8_1,GSAP2_po_1,70.84
NAM.4.8_1,GSAP2_po_2,86.91
NAM.4.8_1,GSAP2_poor,50.855
NAM.4.9_1,GSAP2_po_1,57
NAM.4.9_1,GSAP2_po_2,77.72
NAM.4.9_1,GSAP2_poor,34.69
NAM.5.10_1,GSAP2_po_1,14.02
NAM.5.10_1,GSAP2_po_2,25
NAM.5.10_1,GSAP2_poor,3.29
NAM.5.1_1,GSAP2_po_1,14.02
NAM.5.1_1,GSAP2_po_2,25
NAM.5.1_1,GSAP2_poor,3.29
NAM.5.2_1,GSAP2_po_1,14.02
NAM.5.2_1,GSAP2_po_2,25
NAM.5.2_1,GSAP2_poor,3.29
NAM.5.3_1,GSAP2_po_1,14.02
NAM.5.3_1,GSAP2_po_2,25
NAM.5.3_1,GSAP2_poor,3.29
NAM.5.4_1,GSAP2_po_1,14.02
NAM.5.4_1,GSAP2_po_2,25
NAM.5.4_1,GSAP2_poor,3.29
NAM.5.5_1,GSAP2_po_1,14.02
NAM.5.5_1,GSAP2_po_2,25
NAM.5.5_1,GSAP2_poor,3.29
NAM.5.6_1,GSAP2_po_1,14.02
NAM.5.6_1,GSAP2_po_2,25
NAM.5.6_1,GSAP2_poor,3.29
NAM.5.7_1,GSAP2_po_1,14.02
NAM.5.7_1,GSAP2_po_2,25
NAM.5.7_1,GSAP2_poor,3.29
NAM.5.8_1,GSAP2_po_1,14.02
NAM.5.8_1,GSAP2_po_2,25
NAM.5.8_1,GSAP2_poor,3.29
NAM.5.9_1,GSAP2_po_1,25.594
NAM.5.9_1,GSAP2_po_2,43.472
NAM.5.9_1,GSAP2_poor,13.658
NAM.6.1_1,GSAP2_po_1,67.5825
NAM.6.1_1,GSAP2_po_2,84.485
NAM.6.1_1,GSAP2_poor,44.825
NAM.6.2_1,GSAP2_po_1,33.898
NAM.6.2_1,GSAP2_po_2,54.976
NAM.6.2_1,GSAP2_poor,16.84
NAM.6.3_1,GSAP2_po_1,34.83
NAM.6.3_1,GSAP2_po_2,51.945
NAM.6.3_1,GSAP2_poor,19.84
NAM.6.4_1,GSAP2_po_1,52.145
NAM.6.4_1,GSAP2_po_2,73.815
NAM.6.4_1,GSAP2_poor,26.995
NAM.6.5_1,GSAP2_po_1,38.38
NAM.6.5_1,GSAP2_po_2,60.2025
NAM.6.5_1,GSAP2_poor,19.1525
NAM.6.6_1,GSAP2_po_1,52.145
NAM.6.6_1,GSAP2_po_2,73.815
NAM.6.6_1,GSAP2_poor,26.995
NAM.7.10_1,GSAP2_po_1,37.235
NAM.7.10_1,GSAP2_po_2,64.045
NAM.7.10_1,GSAP2_poor,15.37
NAM.7.11_1,GSAP2_po_1,31.27
NAM.7.11_1,GSAP2_po_2,58.54
NAM.7.11_1,GSAP2_poor,13.44
NAM.7.1_1,GSAP2_po_1,33.535
NAM.7.1_1,GSAP2_po_2,59.915
NAM.7.1_1,GSAP2_poor,13.07
NAM.7.2_1,GSAP2_po_1,31.27
NAM.7.2_1,GSAP2_po_2,58.54
NAM.7.2_1,GSAP2_poor,13.44
NAM.7.3_1,GSAP2_po_1,37.235
NAM.7.3_1,GSAP2_po_2,64.045
NAM.7.3_1,GSAP2_poor,15.37
NAM.7.4_1,GSAP2_po_1,33.535
NAM.7.4_1,GSAP2_po_2,59.915
NAM.7.4_1,GSAP2_poor,13.07
NAM.7.5_1,GSAP2_po_1,31.27
NAM.7.5_1,GSAP2_po_2,58.54
NAM.7.5_1,GSAP2_poor,13.44
NAM.7.6_1,GSAP2_po_1,41.35666667
NAM.7.6_1,GSAP2_po_2,65.85
NAM.7.6_1,GSAP2_poor,20.27666667
NAM.7.7_1,GSAP2_po_1,30.41
NAM.7.7_1,GSAP2_po_2,55.53666667
NAM.7.7_1,GSAP2_poor,11.85333333
NAM.7.8_1,GSAP2_po_1,31.27
NAM.7.8_1,GSAP2_po_2,58.54
NAM.7.8_1,GSAP2_poor,13.44
NAM.7.9_1,GSAP2_po_1,31.27
NAM.7.9_1,GSAP2_po_2,58.54
NAM.7.9_1,GSAP2_poor,13.44
NAM.8.1_1,GSAP2_po_1,34.625
NAM.8.1_1,GSAP2_po_2,52.73
NAM.8.1_1,GSAP2_poor,18.9775
NAM.8.2_1,GSAP2_po_1,40.11
NAM.8.2_1,GSAP2_po_2,61.54
NAM.8.2_1,GSAP2_poor,25.945
NAM.8.3_1,GSAP2_po_1,30.885
NAM.8.3_1,GSAP2_po_2,46.71
NAM.8.3_1,GSAP2_poor,18.69
NAM.8.4_1,GSAP2_po_1,49.66
NAM.8.4_1,GSAP2_po_2,71.225
NAM.8.4_1,GSAP2_poor,31.25
NAM.8.5_1,GSAP2_po_1,40.11
NAM.8.5_1,GSAP2_po_2,61.54
NAM.8.5_1,GSAP2_poor,25.945
NAM.8.6_1,GSAP2_po_1,43.3725
NAM.8.6_1,GSAP2_po_2,66.46
NAM.8.6_1,GSAP2_poor,23.42
NAM.8.7_1,GSAP2_po_1,31.41333333
NAM.8.7_1,GSAP2_po_2,49.36
NAM.8.7_1,GSAP2_poor,18.39333333
NAM.9.10_1,GSAP2_po_1,43.2
NAM.9.10_1,GSAP2_po_2,69.55
NAM.9.10_1,GSAP2_poor,17.3
NAM.9.11_1,GSAP2_po_1,64.27
NAM.9.11_1,GSAP2_po_2,81.3
NAM.9.11_1,GSAP2_poor,43.17333333
NAM.9.12_1,GSAP2_po_1,43.2
NAM.9.12_1,GSAP2_po_2,69.55
NAM.9.12_1,GSAP2_poor,17.3
NAM.9.1_1,GSAP2_po_1,43.2
NAM.9.1_1,GSAP2_po_2,69.55
NAM.9.1_1,GSAP2_poor,17.3
NAM.9.2_1,GSAP2_po_1,33.68
NAM.9.2_1,GSAP2_po_2,58.165
NAM.9.2_1,GSAP2_poor,13.36
NAM.9.3_1,GSAP2_po_1,32.87666667
NAM.9.3_1,GSAP2_po_2,58.29
NAM.9.3_1,GSAP2_poor,13.38666667
NAM.9.4_1,GSAP2_po_1,43.2
NAM.9.4_1,GSAP2_po_2,69.55
NAM.9.4_1,GSAP2_poor,17.3
NAM.9.5_1,GSAP2_po_1,52.145
NAM.9.5_1,GSAP2_po_2,73.815
NAM.9.5_1,GSAP2_poor,26.995
NAM.9.6_1,GSAP2_po_1,43.2
NAM.9.6_1,GSAP2_po_2,69.55
NAM.9.6_1,GSAP2_poor,17.3
NAM.9.7_1,GSAP2_po_1,43.2
NAM.9.7_1,GSAP2_po_2,69.55
NAM.9.7_1,GSAP2_poor,17.3
NAM.9.8_1,GSAP2_po_1,43.2
NAM.9.8_1,GSAP2_po_2,69.55
NAM.9.8_1,GSAP2_poor,17.3
NAM.9.9_1,GSAP2_po_1,42.81666667
NAM.9.9_1,GSAP2_po_2,64.80333333
NAM.9.9_1,GSAP2_poor,21.13666667
NER.1.1_1,GSAP2_po_1,16.36
NER.1.1_1,GSAP2_po_2,51.93
NER.1.1_1,GSAP2_poor,2.25
NER.1.2_1,GSAP2_po_1,46.284
NER.1.2_1,GSAP2_po_2,73.58
NER.1.2_1,GSAP2_poor,22.07
NER.1.3_1,GSAP2_po_1,62.924
NER.1.3_1,GSAP2_po_2,89.622
NER.1.3_1,GSAP2_poor,32.278
NER.2.1_1,GSAP2_po_1,79.89
NER.2.1_1,GSAP2_po_2,96.01333333
NER.2.1_1,GSAP2_poor,47.23333333
NER.2.2_1,GSAP2_po_1,81.97333333
NER.2.2_1,GSAP2_po_2,96.75
NER.2.2_1,GSAP2_poor,51.54666667
NER.2.3_1,GSAP2_po_1,59.29166667
NER.2.3_1,GSAP2_po_2,86.165
NER.2.3_1,GSAP2_poor,28.295
NER.3.1_1,GSAP2_po_1,83.63
NER.3.1_1,GSAP2_po_2,97.15
NER.3.1_1,GSAP2_poor,49.69333333
NER.3.2_1,GSAP2_po_1,81.6625
NER.3.2_1,GSAP2_po_2,95.8625
NER.3.2_1,GSAP2_poor,51.87
NER.3.3_1,GSAP2_po_1,86.3
NER.3.3_1,GSAP2_po_2,97.845
NER.3.3_1,GSAP2_poor,56.495
NER.3.4_1,GSAP2_po_1,85.37666667
NER.3.4_1,GSAP2_po_2,97.55
NER.3.4_1,GSAP2_poor,54.38666667
NER.3.5_1,GSAP2_po_1,82.71
NER.3.5_1,GSAP2_po_2,97.05
NER.3.5_1,GSAP2_poor,46.6
NER.4.1_1,GSAP2_po_1,90.19
NER.4.1_1,GSAP2_po_2,98.135
NER.4.1_1,GSAP2_poor,59.91
NER.4.2_1,GSAP2_po_1,60.92333333
NER.4.2_1,GSAP2_po_2,90.08333333
NER.4.2_1,GSAP2_poor,31.37666667
NER.4.3_1,GSAP2_po_1,86.5425
NER.4.3_1,GSAP2_po_2,96.5475
NER.4.3_1,GSAP2_poor,62.94
NER.4.4_1,GSAP2_po_1,92.29333333
NER.4.4_1,GSAP2_po_2,98.57333333
NER.4.4_1,GSAP2_poor,64.63333333
NER.4.5_1,GSAP2_po_1,86.23
NER.4.5_1,GSAP2_po_2,97.185
NER.4.5_1,GSAP2_poor,57.045
NER.4.6_1,GSAP2_po_1,88.13333333
NER.4.6_1,GSAP2_po_2,97.75
NER.4.6_1,GSAP2_poor,56.83666667
NER.5.1_1,GSAP2_po_1,48.755
NER.5.1_1,GSAP2_po_2,73.825
NER.5.1_1,GSAP2_poor,18.775
NER.6.1_1,GSAP2_po_1,82.78666667
NER.6.1_1,GSAP2_po_2,95.89666667
NER.6.1_1,GSAP2_poor,57.13
NER.6.2_1,GSAP2_po_1,76.15
NER.6.2_1,GSAP2_po_2,93.67
NER.6.2_1,GSAP2_poor,44.975
NER.6.3_1,GSAP2_po_1,75.495
NER.6.3_1,GSAP2_po_2,94.145
NER.6.3_1,GSAP2_poor,41.83
NER.6.4_1,GSAP2_po_1,76.15
NER.6.4_1,GSAP2_po_2,93.67
NER.6.4_1,GSAP2_poor,44.975
NER.6.5_1,GSAP2_po_1,83.22333333
NER.6.5_1,GSAP2_po_2,95.58
NER.6.5_1,GSAP2_poor,59.22666667
NER.6.6_1,GSAP2_po_1,71.075
NER.6.6_1,GSAP2_po_2,92.855
NER.6.6_1,GSAP2_poor,31.32
NER.6.7_1,GSAP2_po_1,64.1075
NER.6.7_1,GSAP2_po_2,91.7425
NER.6.7_1,GSAP2_poor,31.8225
NER.7.1_1,GSAP2_po_1,75.735
NER.7.1_1,GSAP2_po_2,95.1925
NER.7.1_1,GSAP2_poor,38.2275
NER.7.2_1,GSAP2_po_1,61.54666667
NER.7.2_1,GSAP2_po_2,81.99666667
NER.7.2_1,GSAP2_poor,31.55333333
NER.7.3_1,GSAP2_po_1,75.975
NER.7.3_1,GSAP2_po_2,96.24
NER.7.3_1,GSAP2_poor,34.625
NER.7.4_1,GSAP2_po_1,80.062
NER.7.4_1,GSAP2_po_2,96.626
NER.7.4_1,GSAP2_poor,42.018
NER.7.5_1,GSAP2_po_1,71.82333333
NER.7.5_1,GSAP2_po_2,95.51666667
NER.7.5_1,GSAP2_poor,28.61333333
NER.7.6_1,GSAP2_po_1,75.975
NER.7.6_1,GSAP2_po_2,96.24
NER.7.6_1,GSAP2_poor,34.625
NER.8.1_1,GSAP2_po_1,69.0975
NER.8.1_1,GSAP2_po_2,93.29
NER.8.1_1,GSAP2_poor,39.705
NER.8.2_1,GSAP2_po_1,92.1825
NER.8.2_1,GSAP2_po_2,98.64
NER.8.2_1,GSAP2_poor,66.6175
NER.8.3_1,GSAP2_po_1,88.13333333
NER.8.3_1,GSAP2_po_2,97.75
NER.8.3_1,GSAP2_poor,56.83666667
NER.8.4_1,GSAP2_po_1,86.23
NER.8.4_1,GSAP2_po_2,97.185
NER.8.4_1,GSAP2_poor,57.045
NER.8.5_1,GSAP2_po_1,67.64333333
NER.8.5_1,GSAP2_po_2,92.42666667
NER.8.5_1,GSAP2_poor,39.42333333
NGA.1.10_1,GSAP2_po_1,82.8
NGA.1.10_1,GSAP2_po_2,96.76
NGA.1.10_1,GSAP2_poor,48.96
NGA.1.11_1,GSAP2_po_1,69.34333333
NGA.1.11_1,GSAP2_po_2,92.99666667
NGA.1.11_1,GSAP2_poor,27.88
NGA.1.12_1,GSAP2_po_1,77.96
NGA.1.12_1,GSAP2_po_2,96.59
NGA.1.12_1,GSAP2_poor,30.67
NGA.1.13_1,GSAP2_po_1,67.42666667
NGA.1.13_1,GSAP2_po_2,91.36666667
NGA.1.13_1,GSAP2_poor,27.24333333
NGA.1.14_1,GSAP2_po_1,68.34
NGA.1.14_1,GSAP2_po_2,91.625
NGA.1.14_1,GSAP2_poor,27.39
NGA.1.15_1,GSAP2_po_1,79.046
NGA.1.15_1,GSAP2_po_2,96.76
NGA.1.15_1,GSAP2_poor,42.518
NGA.1.16_1,GSAP2_po_1,74.655
NGA.1.16_1,GSAP2_po_2,96.165
NGA.1.16_1,GSAP2_poor,29.765
NGA.1.17_1,GSAP2_po_1,74.655
NGA.1.17_1,GSAP2_po_2,96.165
NGA.1.17_1,GSAP2_poor,29.765
NGA.1.1_1,GSAP2_po_1,77.96
NGA.1.1_1,GSAP2_po_2,96.59
NGA.1.1_1,GSAP2_poor,30.67
NGA.1.2_1,GSAP2_po_1,77.96
NGA.1.2_1,GSAP2_po_2,96.59
NGA.1.2_1,GSAP2_poor,30.67
NGA.1.3_1,GSAP2_po_1,72.98
NGA.1.3_1,GSAP2_po_2,93.81333333
NGA.1.3_1,GSAP2_poor,31.30333333
NGA.1.4_1,GSAP2_po_1,79.54
NGA.1.4_1,GSAP2_po_2,95.71
NGA.1.4_1,GSAP2_poor,45.84666667
NGA.1.5_1,GSAP2_po_1,71.78
NGA.1.5_1,GSAP2_po_2,93.72
NGA.1.5_1,GSAP2_poor,28.81
NGA.1.6_1,GSAP2_po_1,74.655
NGA.1.6_1,GSAP2_po_2,96.165
NGA.1.6_1,GSAP2_poor,29.765
NGA.1.7_1,GSAP2_po_1,74.655
NGA.1.7_1,GSAP2_po_2,96.165
NGA.1.7_1,GSAP2_poor,29.765
NGA.1.8_1,GSAP2_po_1,81.45666667
NGA.1.8_1,GSAP2_po_2,97.34
NGA.1.8_1,GSAP2_poor,46.48333333
NGA.1.9_1,GSAP2_po_1,71.78
NGA.1.9_1,GSAP2_po_2,93.72
NGA.1.9_1,GSAP2_poor,28.81
NGA.10.10_1,GSAP2_po_1,49.42
NGA.10.10_1,GSAP2_po_2,82.93
NGA.10.10_1,GSAP2_poor,14.49
NGA.10.11_1,GSAP2_po_1,54.2775
NGA.10.11_1,GSAP2_po_2,86.32
NGA.10.11_1,GSAP2_poor,16.9675
NGA.10.12_1,GSAP2_po_1,40.955
NGA.10.12_1,GSAP2_po_2,79.555
NGA.10.12_1,GSAP2_poor,9.105
NGA.10.13_1,GSAP2_po_1,40.955
NGA.10.13_1,GSAP2_po_2,79.555
NGA.10.13_1,GSAP2_poor,9.105
NGA.10.14_1,GSAP2_po_1,47.15333333
NGA.10.14_1,GSAP2_po_2,83.95666667
NGA.10.14_1,GSAP2_poor,10.99666667
NGA.10.15_1,GSAP2_po_1,46.675
NGA.10.15_1,GSAP2_po_2,83.77
NGA.10.15_1,GSAP2_poor,10.4
NGA.10.16_1,GSAP2_po_1,49.42
NGA.10.16_1,GSAP2_po_2,82.93
NGA.10.16_1,GSAP2_poor,14.49
NGA.10.17_1,GSAP2_po_1,33.8
NGA.10.17_1,GSAP2_po_2,74.78
NGA.10.17_1,GSAP2_poor,6.02
NGA.10.18_1,GSAP2_po_1,33.8
NGA.10.18_1,GSAP2_po_2,74.78
NGA.10.18_1,GSAP2_poor,6.02
NGA.10.19_1,GSAP2_po_1,40.955
NGA.10.19_1,GSAP2_po_2,79.555
NGA.10.19_1,GSAP2_poor,9.105
NGA.10.1_1,GSAP2_po_1,40.955
NGA.10.1_1,GSAP2_po_2,79.555
NGA.10.1_1,GSAP2_poor,9.105
NGA.10.20_1,GSAP2_po_1,33.8
NGA.10.20_1,GSAP2_po_2,74.78
NGA.10.20_1,GSAP2_poor,6.02
NGA.10.21_1,GSAP2_po_1,40.955
NGA.10.21_1,GSAP2_po_2,79.555
NGA.10.21_1,GSAP2_poor,9.105
NGA.10.22_1,GSAP2_po_1,33.8
NGA.10.22_1,GSAP2_po_2,74.78
NGA.10.22_1,GSAP2_poor,6.02
NGA.10.23_1,GSAP2_po_1,44.83
NGA.10.23_1,GSAP2_po_2,83.26
NGA.10.23_1,GSAP2_poor,10.36666667
NGA.10.24_1,GSAP2_po_1,33.8
NGA.10.24_1,GSAP2_po_2,74.78
NGA.10.24_1,GSAP2_poor,6.02
NGA.10.25_1,GSAP2_po_1,33.8
NGA.10.25_1,GSAP2_po_2,74.78
NGA.10.25_1,GSAP2_poor,6.02
NGA.10.2_1,GSAP2_po_1,33.8
NGA.10.2_1,GSAP2_po_2,74.78
NGA.10.2_1,GSAP2_poor,6.02
NGA.10.3_1,GSAP2_po_1,49.42
NGA.10.3_1,GSAP2_po_2,82.93
NGA.10.3_1,GSAP2_poor,14.49
NGA.10.4_1,GSAP2_po_1,49.42
NGA.10.4_1,GSAP2_po_2,82.93
NGA.10.4_1,GSAP2_poor,14.49
NGA.10.5_1,GSAP2_po_1,40.955
NGA.10.5_1,GSAP2_po_2,79.555
NGA.10.5_1,GSAP2_poor,9.105
NGA.10.6_1,GSAP2_po_1,40.955
NGA.10.6_1,GSAP2_po_2,79.555
NGA.10.6_1,GSAP2_poor,9.105
NGA.10.7_1,GSAP2_po_1,40.955
NGA.10.7_1,GSAP2_po_2,79.555
NGA.10.7_1,GSAP2_poor,9.105
NGA.10.8_1,GSAP2_po_1,40.955
NGA.10.8_1,GSAP2_po_2,79.555
NGA.10.8_1,GSAP2_poor,9.105
NGA.10.9_1,GSAP2_po_1,33.8
NGA.10.9_1,GSAP2_po_2,74.78
NGA.10.9_1,GSAP2_poor,6.02
NGA.11.10_1,GSAP2_po_1,80.22
NGA.11.10_1,GSAP2_po_2,95.70333333
NGA.11.10_1,GSAP2_poor,49.70333333
NGA.11.11_1,GSAP2_po_1,93.185
NGA.11.11_1,GSAP2_po_2,99.355
NGA.11.11_1,GSAP2_poor,69.14
NGA.11.12_1,GSAP2_po_1,82.64
NGA.11.12_1,GSAP2_po_2,96.555
NGA.11.12_1,GSAP2_poor,56.41
NGA.11.13_1,GSAP2_po_1,87.25
NGA.11.13_1,GSAP2_po_2,97.57
NGA.11.13_1,GSAP2_poor,58.19
NGA.11.1_1,GSAP2_po_1,85.22
NGA.11.1_1,GSAP2_po_2,96.845
NGA.11.1_1,GSAP2_poor,58.105
NGA.11.2_1,GSAP2_po_1,85.22
NGA.11.2_1,GSAP2_po_2,96.845
